,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
5681,Jon Greenberg,"The Paris Climate Agreement is “bad for America,” because it ""does nothing to hold real polluters, like Communist China and India, accountable.""",Rick Scott,"January 26, 2021",barely-true,REAL,1
5682,Haley BeMiller,"""We put $330 million in general school aids — the largest in more than a decade.""",Tony Evers,"January 26, 2021",TRUE,REAL,1
5683,Daniel Funke,"Joe Biden was sworn in on a ""Masonic/Illuminati Bible.""",Facebook posts,"January 25, 2021",pants-fire,REAL,1
5684,Tom Kertscher,Says Maxine Waters said Trump supporters are “not welcome here” and “we must welcome everyone who crosses our borders.”,Facebook posts,"January 25, 2021",barely-true,REAL,1
5685,Monique Curet,Says President Joe Biden sparked a migrant caravan from Honduras and questioned the loyalty of U.S. troops at the inauguration.,Restoration PAC,"January 25, 2021",barely-true,REAL,1
5686,Ciara O'Rourke,Photos show Joe Biden with a “Chinese handler.”,Viral image,"January 25, 2021",pants-fire,REAL,1
5687,D.L. Davis,"A majority of Americans have voted for a party that … wants a world in which you cannot call your parents mom and dad.""",Glenn Grothman,"January 25, 2021",FALSE,FAKE,0
5688,Madison Czopek,Says the Biden administration labeled Libertarians terrorists.,"Jeremy ""Spike"" Cohen","January 22, 2021",FALSE,FAKE,0
5689,Samantha Putterman,National Guard members turned their backs on Biden’s motorcade on Inauguration Day.,Instagram posts,"January 22, 2021",FALSE,FAKE,0
5690,Bill McCarthy,Video shows Biden saying “salute the Marines” after hearing the words in an earpiece before his inauguration.,X posts,"January 22, 2021",FALSE,FAKE,0
5691,Bill McCarthy,"“Democrats forced our GREAT troops to sleep on the ground of a PARKING garage after dragging them to DC for photo ops!""",Facebook posts,"January 22, 2021",FALSE,FAKE,0
5692,Clara Hendrickson,"In Michigan, “we were able to really flatten” the racial disparity in COVID-19’s impact “and make significant progress.”",Garlin Gilchrist,"January 22, 2021",REAL,REAL,1
5693,Daniel Funke,"On Inauguration Day, Vice President Kamala Harris “put her clutch on top of the Bible so her hand is not touching it.”",Facebook posts,"January 22, 2021",REAL,REAL,1
5694,Noah Y.,“WHO admits their testing grossly overstates individuals testing positive for COVID.”,The Gateway Pundit,"• January 22,",REAL,REAL,1
5695,Samantha Putterman,“Go to antifa.com and it takes you to Biden’s White House! … Just a slap in the face.”,Facebook posts,"January 22, 2021",REAL,REAL,1
5696,Daniel Funke,"""By revoking the Keystone pipeline permit, Biden is destroying 11,000 jobs.”",Facebook posts,"January 21, 2021",REAL,REAL,1
5697,Ciara O'Rourke,"“Military tribunals start Jan. 20, 2021.”",Facebook posts,"January 21, 2021",REAL,REAL,1
5698,Bill McCarthy,"Says Joe Biden and Democrats ""have not legitimately won"" the presidency.",Rush Limbaugh,"January 21, 2021",REAL,REAL,1
5699,Samantha Putterman,"Says Biden had to take a private plane to D.C. instead of a government plane “because they know he’s not a legitimate president” and ""the military is now responsible for restoring legitimate civilian government.”",Facebook posts,"January 21, 2021",REAL,REAL,1
5700,Jessica Calefati,“There will be several thousand dollars in payments going to families with six-figure incomes who’ve had no income interruption whatsoever.”,Pat Toomey,"January 21, 2021",REAL,REAL,1
5701,Brandon Mulder,"Says that the Paris Climate Accord will cost the U.S. economy ""6.5 million jobs and $3 trillion in economic growth by 2040.""",Wayne Christian,"January 21, 2021",REAL,REAL,1
5702,Ciara O'Rourke,Says Joe Exotic was pardoned.,Facebook posts,"January 21, 2021",REAL,REAL,1
5703,Monique Curet,A photo caption says vendors named “Nah” and “Stop asking me questions before you get your a-- kicked” sold Trump-themed merchandise to “stupid” people outside the U.S. Capitol on Jan. 6.,Instagram posts,"January 21, 2021",REAL,REAL,1
5704,Ciara O'Rourke,“Military brass band plays ‘Hit the Road Jack’ as Trump leaves office.”,YouTube videos,"January 20, 2021",REAL,REAL,1
5705,Ciara O'Rourke,"Donald Trump’s letter to Joe Biden said, “You know I won.”",Bloggers,"January 20, 2021",REAL,REAL,1
5706,Bill McCarthy,A $15-per-hour minimum wage would raise the price of a Taco Bell burrito to $38.,Jordan Rachel,"January 20, 2021",REAL,REAL,1
5707,Warren Fiske,Virginia ranks “in the bottom third of states” in administering the COVID-19 vaccine.,Kirk Cox,"January 20, 2021",REAL,REAL,1
5708,Eric Litke,“Wisconsin is second to last in the Midwest in our vaccination rate and the governor says he’s ‘satisfied.’”,Rebecca Kleefisch,"January 20, 2021",REAL,REAL,1
5709,Daniel Funke,"""China was behind the interference and the effort to overthrow our government and the election, election fraud.""",L. Lin Wood,"January 19, 2021",REAL,REAL,1
5710,Monique Curet,"The COVID-19 vaccine is dangerous because 23 people died in Norway ""within hours” of receiving it.",Facebook posts,"January 19, 2021",REAL,REAL,1
5711,Julia Shanahan,Says Joe Biden has plans to ban animal agriculture and gas-powered cars.,Donald Trump,"January 18, 2021",REAL,REAL,1
5712,Daniel Funke,“Barack Obama was arrested.”,Facebook posts,"January 18, 2021",REAL,REAL,1
5713,Bill McCarthy,President Donald Trump “can’t say anything (about the U.S. Capitol riot) because the platforms have removed him.”,Hogan Gidley,"January 18, 2021",REAL,REAL,1
5714,Daniel Funke,A video shows Joe Biden lost and confused on stage.,Donald Trump Jr.,"January 18, 2021",REAL,REAL,1
5715,Tom Kertscher,"“CNN-NPR photojournalist Jade Sacker was embedded with antifa leader"" during the U.S. Capitol attack.",Facebook posts,"January 18, 2021",REAL,REAL,1
5716,Samantha Putterman,"Says Gen. David H. Berger, commandant of the U.S. Marine Corps., refused Nancy Pelosi’s request to use the Marines for inauguration security, telling her “we don’t work for you.”",Bloggers,"January 17, 2021",FALSE,FAKE,0
5717,Jessica Calefati,Says unproven voter fraud claims didn’t play “any role” in the Capitol riot.,Jake Corman,"January 17, 2021",pants-fire,REAL,1
5718,Amy Sherman,"“Inauguration Cancelled, Trump Remains in Office.”",Facebook posts,"January 16, 2021",pants-fire,REAL,1
5719,Miriam Valverde,Says a photo shows armed soldiers protecting Joe Biden’s inauguration.,Facebook posts,"January 16, 2021",barely-true,REAL,1
5720,Tom Kertscher,Says Joe Biden stayed silent about violence at Black Lives Matter protests.,Instagram posts,"January 16, 2021",FALSE,FAKE,0
5721,Brandon Mulder,Says that “the way to reach ‘herd immunity’ is for >70% of the population to get vaccinated.”,Jon Rosenthal,"January 15, 2021",mostly-true,REAL,1
5722,Warren Fiske,“Antifa is the culprit” in the Capitol riot.,Amanda Chase,"January 15, 2021",pants-fire,REAL,1
5723,Eric Litke,"""It takes quite a while on Election Day to load those ballots, which is why we have the 1 a.m. or 3 a.m. ballot dumping in Milwaukee.""",Devin LeMahieu,"January 15, 2021",TRUE,REAL,1
5724,Tom Kertscher,“Coronavirus vaccinations seem to be causing 50 times the adverse events of flu vaccinations after just the first of two shots.”,Facebook posts,"January 15, 2021",barely-true,REAL,1
5725,Samantha Putterman,A photo shows Democratic lawmakers wearing clothing and masks with the Nazi swastika.,Viral image,"January 15, 2021",pants-fire,REAL,1
5726,Nusaiba Mizan,"“It wasn’t all women that lost jobs (in the December jobs report), it was mostly Black and Latina women. In fact, white women gained employment.”",Sarah Godlewski,"January 15, 2021",TRUE,REAL,1
5727,Samantha Putterman,"Photo shows Rep. Lauren Boebert with Capitol rioters before she gave them a tour of the building ""one day before the insurrection.""",Facebook posts,"January 14, 2021",FALSE,FAKE,0
5728,Noah Y.,Antifa provoked the shooting of Ashli Babbitt at the Capitol.,Bloggers,"• January 14,",pants-fire,REAL,1
5729,Bill McCarthy,Says Rep. Pramila Jayapal was not wearing a mask in Congress during the U.S. Capitol mob.,Facebook posts,"January 14, 2021",barely-true,REAL,1
5730,Jill Terreri,"“There were several states where outside actors dramatically changed the rules of the road, so to speak, two weeks out, one week out, on how elections would be run.”",Chris Jacobs,"• January 14,",barely-true,REAL,1
5731,Chris Nichols,"The effort to recall California Gov. Gavin Newsom is ""a coup.""",Rusty Hicks,"January 14, 2021",pants-fire,REAL,1
5732,Samantha Putterman,Says President Trump has ordered the military to take over “major corrupt cities” to stay in office and that U.S. citizens will receive emergency alerts on their devices.,Facebook posts,"January 13, 2021",pants-fire,REAL,1
5733,Louis Jacobson,The second presidential impeachment of Donald Trump was “the most bipartisan impeachment in American history.”,Jake Tapper,"January 13, 2021",TRUE,REAL,1
5734,Ciara O'Rourke,"Says Alexandria Ocasio-Cortez tweeted, “Let’s begin ‘The Purge’ to roundup all Conservative traitors.”",Viral image,"January 13, 2021",pants-fire,REAL,1
5735,Amy Sherman,“Republicans have no way to communicate” after tech companies cut off Parler.,Devin Nunes,"January 13, 2021",FALSE,FAKE,0
5736,Bill McCarthy,"Says Joe Biden is on video ""admitting to"" election fraud in a ""confession.""",Greg Kelly,"January 12, 2021",FALSE,FAKE,0
5737,Noah Y.,"“The U.S. Department of State … released a statement on their website stating that Donald J. Trump's term ended” on Jan. 11, 2021.",Facebook posts,"• January 12,",barely-true,REAL,1
5738,Samantha Putterman,Nancy Pelosi is no longer the Speaker of the House,Facebook posts,"January 12, 2021",FALSE,FAKE,0
5739,Ciara O'Rourke,NPR posted a story about the Capitol breach before it happened.,Viral image,"January 12, 2021",FALSE,FAKE,0
5740,Daniel Funke,"A second impeachment means Donald Trump loses his lifetime pension, travel allowance, Secret Service detail, and his ability to run for public office.",Facebook posts,"January 11, 2021",barely-true,REAL,1
5741,Ciara O'Rourke,Says Mike Pence changed “his Twitter banner photo to Biden and Harris.”,Viral image,"January 11, 2021",FALSE,FAKE,0
5742,Jon Greenberg,"Summer “protesters outside the White House were met with tear gas, rubber bullets, a full militarized response. While ... rioters were able to breach the Capitol.”",Sherrod Brown,"January 11, 2021",TRUE,REAL,1
5743,Ciara O'Rourke,Video shows man upset because he was added to the no-fly list for storming the Capitol.,Facebook posts,"January 11, 2021",FALSE,FAKE,0
5744,Sarah Watson,"Before COVID-19, “more Iowans (were) working than at any other time in our state history.""",Kim Reynolds,"January 11, 2021",TRUE,REAL,1
5745,Samantha Putterman,"""Trump signs Insurrection Act - General Flynn to be appointed vice president.""",Bloggers,"January 11, 2021",FALSE,FAKE,0
5746,Noah Y.,"Says Pope Francis “was arrested Saturday in connection with an 80-count indictment of charges including possession of child pornography, human trafficking, incest, possession of drug paraphernalia and felony fraud.”",Conservative Beaver,"• January 11,",pants-fire,REAL,1
5747,Ciara O'Rourke,Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there “urging him to stick to the proven Democratic Play book.”,Viral image,"January 11, 2021",FALSE,FAKE,0
5748,Bill McCarthy,Says left-wing activist John Sullivan “incited (the) insurgence of (the) US Capitol.”,Facebook posts,"January 9, 2021",barely-true,REAL,1
5749,Eric Litke,“The DC looting was staged” by antifa,Jonathan Wichmann,"January 8, 2021",pants-fire,REAL,1
5750,Noah Y.,An image shows National Guard at the Capitol during the Black Lives Matter protests in D.C.,Facebook posts,"• January 8,",barely-true,REAL,1
5751,Louis Jacobson,"""This election actually was not unusually close.""",Mitch McConnell,"January 8, 2021",TRUE,REAL,1
5752,Daniel Funke,"32,000 votes for David Perdue “disappeared” during the Georgia Senate runoff election.",Facebook posts,"January 8, 2021",barely-true,REAL,1
5753,Amy Sherman,"“Last year, Pennsylvania elected officials passed a whole new law that allows universal mail-in balloting, and did it irregardless of what the Pennsylvania Constitution said.”",Josh Hawley,"January 8, 2021",barely-true,REAL,1
5754,William Skipworth,"Says activists threatened his family and “screamed threats, vandalized, and tried to pound open our door.”",Josh Hawley,"January 8, 2021",barely-true,REAL,1
5755,Amy Sherman,"In more than 60 cases, judges “looked at the allegations that Trump was making and determined they were without any merit.”",Joe Biden,"January 8, 2021",TRUE,REAL,1
5756,Ciara O'Rourke,"A CNN chyron said, “Antifa has just taken responsibility for storming Capital Hill.”",Viral image,"January 8, 2021",FALSE,FAKE,0
5757,Ciara O'Rourke,Says Mike Pence was arrested.,Facebook posts,"January 8, 2021",FALSE,FAKE,0
5758,Ciara O'Rourke,"“The FBI just confirmed that it was ANTIFA, not Trump supporters, who breached the Capitol.”",Viral image,"January 8, 2021",pants-fire,REAL,1
5759,Samantha Putterman,The Simpsons predicted the Capitol riots,Facebook posts,"January 8, 2021",pants-fire,REAL,1
5760,Ciara O'Rourke,Kamala Harris is planning to use the 25th Amendment against Joe Biden and appoint Mike Pence as her vice president.,Facebook posts,"January 8, 2021",FALSE,FAKE,0
5761,Brandon Mulder,Says that “those who stormed the capitol yesterday were not Trump supporters. They have been confirmed to be Antifa.”,Ken Paxton,"January 8, 2021",pants-fire,REAL,1
